,Title,Vote_Average
5391,Straw Dogs,7.2
5392,Sydney White,6.5
5393,The Myth,6.3
5394,Maid in Manhattan,6.1
5395,Sniper: Assassin's End,6.4
5396,Los verduleros,7.1
5397,The Lawnmower Man,5.5
5398,Out Of The Clear Blue Sky,8.1
5399,Commando 2 -  The Black Money Trail,5.9
5400,Bad Country,5.6
5401,The Hills Run Red,5.7
5402,Animal House,7.0
5403,Quigley Down Under,6.6
5404,Gamer,5.7
5405,Swiss Army Man,6.9
5406,Orca,6.2
5407,Trouble Every Day,5.8
5408,Fatman,5.5
5409,The Extraordinary Adventures of Adèle Blanc-Sec,6.1
5410,Godzilla: Planet of the Monsters,6.3
5411,Basic,6.5
5412,Repo Men,6.3
5413,Tom and Jerry's Giant Adventure,5.9
5414,Sweet Home Alabama,6.4
5415,DragonHeart: A New Beginning,5.4
5416,The Seventh Seal,8.2
5417,Scream: The Inside Story,5.9
5418,Can You Ever Forgive Me?,6.8
5419,Tom and Jerry Blast Off to Mars!,6.6
5420,It's Kind of a Funny Story,7.0
5421,The Magdalene Sisters,7.5
5422,Sleeping Beauty,5.3
5423,Hotsunlight,7.5
5424,Primal Fear,7.7
5425,The Lover,6.8
5426,My Girlfriend Is an Agent,6.3
5427,Maggie Simpson in Playdate with Destiny,7.6
5428,Aztech,5.4
5429,Miranda,5.3
5430,Fatal Attraction,6.8
5431,Bridget Jones: The Edge of Reason,6.3
5432,The Outlaw Josey Wales,7.5
5433,Peter's To-Do List,7.1
5434,20th Century Women,7.3
5435,Revolt,5.5
5436,Red Sonja,5.3
5437,Running with the Devil,5.4
5438,40 Years of Rocky: The Birth of a Classic,7.6
5439,Backdraft,6.7
5440,The Adventures of Robin Hood,7.5
5441,Above the Law,6.1
5442,Berserk: The Golden Age Arc I - The Egg of the King,7.3
5443,Scooby-Doo! and the Legend of the Vampire,7.2
5444,16 Blocks,6.4
5445,Chef,7.1
5446,Juan Luis Guerra 4.40: Entre Mar y Palmeras,8.3
5447,Steamboy,6.9
5448,Big Eyes,7.0
5449,Queen of Hearts,6.7
5450,My Cousin Rachel,5.7
5451,Alpha Dog,6.6
5452,Sky High,6.3
5453,Crazy About Work,7.6
5454,Under the Skin,6.1
5455,Cinema Paradiso,8.5
5456,La Bamba,7.2
5457,Mad Money,6.4
5458,Fun with Dick and Jane,6.2
5459,Winners & Sinners,6.8
5460,Wayne's World 2,6.1
5461,Mr. Deeds,5.8
5462,Takers,6.2
5463,Meet Dave,5.3
5464,Pineapple Express,6.6
5465,Scooby-Doo! and the Samurai Sword,7.9
5466,Amateur Night,5.5
5467,Kramer vs. Kramer,7.6
5468,The Mermaid: Lake of the Dead,6.2
5469,Mostly Ghostly 3: One Night in Doom House,6.1
5470,Tokyo Godfathers,7.9
5471,Invasion of the Body Snatchers,7.2
5472,Mac & Devin Go to High School,6.3
5473,The Substitute,6.6
5474,The 12th Man,7.3
5475,"The Long, Hot Summer",7.1
5476,The Viking War,5.5
5477,Bounty Hunters,7.2
5478,Amityville: The Awakening,5.4
5479,Vice,7.1
5480,Gridiron Gang,7.0
5481,Scooby-Doo! and WWE: Curse of the Speed Demon,7.8
5482,The 33D Invader,4.9
5483,The Book Thief,7.5
5484,Crossroads,7.3
5485,Dear Zindagi,7.1
5486,White Fang,6.7
5487,The Santa Clause,6.4
5488,How the West Was Won,7.1
5489,The Replacements,6.6
5490,The Jungle Bunch,6.3
5491,Cocoon,6.6
5492,Fate/stay night: Heaven's Feel II. Lost Butterfly,6.7
5493,Exposed,4.9
5494,The Curse of the Werewolf,6.5
5495,The Electrical Life of Louis Wain,7.1
5496,Digimon Adventure,7.5
5497,From Beijing with Love,6.8
5498,Eastern Promises,7.4
5499,The Florida Project,7.4
5500,Wild Strawberries,8.1
5501,The Jurassic Games,4.6
5502,La Grande Vadrouille,7.9
5503,A Frozen Flower,6.9
5504,Work It,7.7
5505,Chestnut: Hero of Central Park,7.0
5506,The Color Purple,7.8
5507,Music,5.7
5508,The Nice Guys,7.1
5509,Rock of Ages,6.2
5510,Ali,6.8
5511,Ronin,6.9
5512,Astro Kid,7.2
5513,Red Nose Day Actually,7.2
5514,Faces Places,7.7
5515,Brother,7.6
5516,George of the Jungle 2,4.4
5517,Timmy Failure: Mistakes Were Made,6.2
5518,Monster Hunter: Legends of the Guild,5.9
5519,The Perfect Storm,6.4
5520,Lemonade Mouth,7.4
5521,Vengeance: A Love Story,5.6
5522,The Legion,6.3
5523,Priceless,7.2
5524,Strange Magic,7.1
5525,Stay Alive,5.8
5526,Kung Pow: Enter the Fist,6.3
5527,Invictus,7.2
5528,Starsky & Hutch,5.8
5529,Norm of the North,4.7
5530,Mickey's Christmas Carol,7.7
5531,An Ordinary Man,6.4
5532,Monster High: Haunted,7.3
5533,The 15:17 to Paris,5.4
5534,Possessor Uncut,6.4
5535,Windtalkers,6.2
5536,Tenacious D in The Pick of Destiny,6.7
5537,Hamilton,8.4
5538,White Girl,5.7
5539,Big Daddy,6.4
5540,Starship Troopers 3: Marauder,4.7
5541,The Front Runner,5.9
5542,Madea's Witness Protection,6.1
5543,First Cow,7.0
5544,The Picture of Dorian Gray,7.1
5545,Zoom,5.4
5546,Haunt,6.7
5547,Angel Heart,7.1
5548,Rocco,5.6
5549,Luis and the Aliens,6.4
5550,My Brother's Wife,6.3
5551,The Rhythm Section,5.6
5552,The Exorcism of Molly Hartley,5.1
5553,About Cherry,4.5
5554,Pompeii,5.5
5555,Superman vs. The Elite,6.9
5556,Starship Troopers 2: Hero of the Federation,4.2
5557,The Young Master,6.8
5558,The Name of the Rose,7.4
5559,Brazil,7.7
5560,Love Me Instead,6.7
5561,Spycies,7.6
5562,Pistol Whipped,5.5
5563,The Legacy of Chucky,7.1
5564,Once Upon a Time in China III,6.4
5565,Grave Encounters 2,5.5
5566,Lost Highway,7.6
5567,The House Bunny,5.7
5568,Ip Man 4: The Finale,7.3
5569,Toxic,7.0
5570,Lifeboat,7.4
5571,Problem Child,6.0
5572,The Hitcher,7.0
5573,Adult World,6.1
5574,Damage,6.6
5575,Demons,6.6
5576,12 Rounds 3: Lockdown,5.8
5577,Zombie Massacre,5.1
5578,Omen IV: The Awakening,5.2
5579,My Fair Lady,7.6
5580,Road Trip: Beer Pong,5.4
5581,Mater and the Ghostlight,6.2
5582,Sex and Zen III,6.3
5583,Rain Man,7.8
5584,The Pilot. A Battle for Survival,7.6
5585,Hacker,6.7
5586,Beverly Hills Cop III,5.9
5587,Papillon,7.9
5588,The Upside,7.1
5589,Heartbreakers,6.0
5590,The Imaginarium of Doctor Parnassus,6.4
5591,City Slickers,6.4
5592,Crush,5.9
5593,The Neon Demon,6.5
5594,Death at a Funeral,5.8
5595,The Nativity Story,6.9
5596,The Specialist,5.8
5597,Imagine Me & You,7.6
5598,A Conspiracy of Faith,7.0
5599,Asterix and the Vikings,6.1
5600,The Bodyguard from Beijing,6.6
5601,Raw,7.1
5602,We Couldn't Become Adults,6.2
5603,The Numbers Station,5.5
5604,Radio Rebel,6.2
5605,"Remi, Nobody's Boy",8.0
5606,Rat Race,6.2
5607,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.2
5608,Real Girl,6.3
5609,Lone Wolf McQuade,6.6
5610,Star of David: Beauty Hunting,6.1
5611,They Reach,7.7
5612,Three Wishes for Cinderella,7.6
5613,Mega Shark vs. Giant Octopus,3.9
5614,A Ballad of Saints and Sinners,0.0
5615,Minamata,6.9
5616,Capone,5.0
5617,Wolves,6.0
5618,Sheena,5.8
5619,Maximum Risk,5.6
5620,Cristiano de la Secreta,7.0
5621,Vanilla Sky,6.8
5622,Snakes on a Plane,5.3
5623,No Escape Room,6.3
5624,The Chaser,7.8
5625,Hell Fest,5.7
5626,The Five-Year Engagement,5.8
5627,Sister Act,6.8
5628,I Still See You,6.7
5629,Saturday Night Fever,6.7
5630,13 Ghosts,5.8
5631,Zoolander,6.2
5632,Lars and the Real Girl,7.1
5633,The Night Clerk,6.1
5634,Young Sister-in-law 3,6.5
5635,Kin,6.2
5636,The Core,5.7
5637,In the Tall Grass,5.5
5638,Harry Potter: A History Of Magic,7.0
5639,Homeward Bound: The Incredible Journey,6.9
5640,Je suis Karl,5.6
5641,Finding Vivian Maier,7.7
5642,The Stepford Wives,5.7
5643,Braindead,7.4
5644,Chilangolandia,7.1
5645,The Matrix Revisited,6.9
5646,The Possession of Michael King,6.0
5647,Ibiza,5.8
5648,Safe House,6.4
5649,Love Hard,7.1
5650,The Informer,6.5
5651,Passengers,6.1
5652,Match Point,7.3
5653,Dorian Gray,6.0
5654,I Spit on Your Grave: Déjà Vu,2.9
5655,Next Friday,6.4
5656,Little Witch Academia: The Enchanted Parade,7.3
5657,Jarhead 2: Field of Fire,6.4
5658,What Lies Beneath,6.4
5659,48 Hrs.,6.7
5660,Blood: The Last Vampire,5.7
5661,Primal Rage,5.4
5662,Short Circuit,6.6
5663,The Midnight Man,5.7
5664,Expelled from Paradise,6.5
5665,Dominion: Prequel to The Exorcist,5.3
5666,Suspiria,7.5
5667,Deception,5.9
5668,Cinderella Man,7.5
5669,Rogue,5.6
5670,Infernal Affairs III,6.9
5671,Exorcist: The Beginning,5.3
5672,The Crime of Padre Amaro,6.5
5673,Palm Trees in the Snow,7.4
5674,Fantasia 2000,7.0
5675,Revolver,6.4
5676,Weaponized,3.8
5677,Hope,8.5
5678,Tomb Invader,4.2
5679,Tinker Tailor Soldier Spy,6.6
5680,The Rocky Horror Picture Show,7.5
5681,Spy Game,6.9
5682,The Stranger by the Shore,7.5
5683,Studio 666,6.6
5684,Fritz the Cat,6.1
5685,Edge of the World,5.7
5686,The Girl From the Other Side,0.0
5687,Travis Scott: Look Mom I Can Fly,7.0
5688,The Ghost of Lord Farquaad,5.9
5689,Scooby-Doo and the Alien Invaders,7.1
5690,Kelly's Heroes,7.4
5691,My Girl,7.4
5692,The Break-Up,5.8
5693,The Final Wish,5.2
5694,Upside Down,6.2
5695,Terminal,5.5
5696,Dead Snow 2: Red vs. Dead,6.6
5697,Into the Labyrinth,6.4
5698,The Secret Garden,6.4
5699,SPL: Kill Zone,6.9
5700,The Family Man,6.7
5701,Cop Land,6.8
5702,Bushwhacked,5.3
5703,The Yin-Yang Master: Dream of Eternity,7.7
5704,The Trust,5.0
5705,Force of Execution,4.8
5706,Ghost in the Shell Arise - Border 2: Ghost Whispers,7.1
5707,Problem Child 2,5.9
5708,Sudden Impact,6.5
5709,Gold,6.6
5710,The Vikings,7.1
5711,The Life Aquatic with Steve Zissou,7.2
5712,Pooh's Grand Adventure: The Search for Christopher Robin,7.1
5713,The Water Man,6.3
5714,Aloha,5.5
5715,The Snowman,5.2
5716,The Woman in Black,6.1
5717,Untold: Crimes & Penalties,6.8
5718,Moulin Rouge!,7.6
5719,Brimstone,7.1
5720,Golden Job,6.4
5721,Teen Wolf Too,4.1
5722,Ms. Kristina Moran: Ang Babaeng Palaban,0.0
5723,Alien Overlords,4.1
5724,Here Comes the Boom,6.2
5725,Missing in Action,5.7
5726,The Men Who Stare at Goats,6.0
5727,The Day of the Jackal,7.6
5728,Joe Bell,5.8
5729,Twin Peaks: Fire Walk with Me,7.3
5730,The Disappearance of Haruhi Suzumiya,7.7
5731,The Bounty Hunter,5.8
5732,Billy Elliot,7.6
5733,The Heartbreak Kid,5.7
5734,Insomnia,6.9
5735,Rounders,7.0
5736,Benji,7.0
5737,K-PAX,7.2
5738,Trash,7.1
5739,Crimson Rivers II: Angels of the Apocalypse,6.1
5740,Along Came a Spider,6.3
5741,Superman II: The Richard Donner Cut,7.5
5742,Pain and Glory,7.5
5743,Puppylove,5.8
5744,Tom and Jerry & The Wizard of Oz,6.0
5745,The Scorpion King 4: Quest for Power,5.1
5746,All the President's Men,7.7
5747,StreetDance 2,6.1
5748,Seven Psychopaths,6.8
5749,Tales from Earthsea,6.6
5750,Law of Desire,7.3
5751,Prospect,6.1
5752,Flight of the Phoenix,6.0
5753,Downrange,5.8
5754,One Direction: This Is Us,8.5
5755,The Fanatic,4.5
5756,Christmas with the Kranks,6.1
5757,Batman & Mr. Freeze: SubZero,7.0
5758,Quarantine 2: Terminal,5.7
5759,The Virgin Suicides,7.1
5760,Batman Unlimited: Animal Instincts,5.7
5761,Extraterrestrial,5.5
5762,All About My Mother,7.7
5763,Beyond the Boundary: I'll Be Here – Future,7.5
5764,Armored,5.7
5765,The Women and the Murderer,6.0
5766,Welcome to Sudden Death,6.3
5767,Blue Is the Warmest Color,7.1
5768,A Nightmare on Elm Street: The Dream Child,5.4
5769,Miss Willoughby and the Haunted Bookshop,4.4
5770,Battle for the Planet of the Apes,5.7
5771,Beauty and the Beast,7.5
5772,Heidi,7.1
5773,Christiane F.,7.3
5774,Beneath,5.4
5775,Wild Tales,7.8
5776,The Girl in the Spider's Web,6.1
5777,Salon Kitty,5.4
5778,You've Got Mail,6.6
5779,Monster High: Freaky Fusion,7.7
5780,Farewell My Concubine,7.9
5781,The Sting,8.0
5782,The Elephant Man,8.1
5783,The Longest Day,7.6
5784,Fried Green Tomatoes,7.7
5785,A River Runs Through It,7.1
5786,Sorry Angel,6.9
5787,Coneheads,5.3
5788,The Reaping,5.7
5789,Master and Commander: The Far Side of the World,7.1
5790,After the Ball,6.4
5791,1987: When the Day Comes,8.0
5792,The Thirteenth Floor,7.0
5793,Never Cry Werewolf,5.7
5794,My Neighbors the Yamadas,6.9
5795,Frailty,7.0
5796,Bone Tomahawk,6.8
5797,Camp Rock,6.4
5798,Marvel One-Shot: All Hail the King,6.9
5799,The 6th Day,5.9
5800,The Town that Dreaded Sundown,5.8
5801,Marvel One-Shot: Item 47,6.5
5802,The Wedding Veil Legacy,5.8
5803,Nutty Professor II: The Klumps,5.0
5804,Old Henry,7.4
5805,Unlocked,6.2
5806,Fantomas Unleashed,6.7
5807,Little,6.8
5808,The Captive,5.9
5809,Playmobil: The Movie,5.7
5810,The Recall,4.6
5811,Barely Lethal,5.8
5812,Love the Coopers,6.0
5813,Alpha and Omega,5.9
5814,The Lost Boys,7.0
5815,Misha and the Wolves,7.2
5816,Cockneys vs Zombies,5.7
5817,The Stolen Princess,6.8
5818,Don't Hang Up,6.1
5819,Stealth,5.3
5820,Argo,7.3
5821,2010,6.7
5822,Iron Man: Rise of Technovore,5.8
5823,Harmony,7.1
5824,Allan Quatermain and the Lost City of Gold,4.8
5825,Jackie Brown,7.3
5826,"Monster High: Frights, Camera, Action!",7.1
5827,The Maltese Falcon,7.8
5828,Run Lola Run,7.3
5829,This Little Love of Mine,6.3
5830,Sleeping Beauties,3.9
5831,The Punisher,5.7
5832,In the Name of the Father,7.9
5833,Misbehaviour,6.4
5834,Ken Park,5.8
5835,Love,6.4
5836,Runaway Bride,6.1
5837,Miami Vice,5.9
5838,Rust Creek,6.4
5839,Criminal Activities,5.9
5840,Fir Crazy,5.9
5841,Bratz,5.7
5842,The Ewok Adventure,6.0
5843,Lamb,6.3
5844,Romeo Must Die,6.2
5845,Metropolis,8.2
5846,Drunk Parents,4.7
5847,The Ruins,5.9
5848,Just Married,5.7
5849,Next Gen,7.0
5850,13 Sins,6.3
5851,The Lighthouse of the Orcas,7.0
5852,Police Story: Lockdown,6.0
5853,Cube,6.8
5854,8MM,6.4
5855,Mr. Brooks,6.9
5856,My Friend's Wife,6.3
5857,The Unbearable Lightness of Being,7.1
5858,Waves,7.5
5859,Macross: Do You Remember Love?,6.9
5860,Grabbers,6.1
5861,Chaos,6.3
5862,Berlin Drifters,5.0
5863,Puella Magi Madoka Magica the Movie Part III: Rebellion,7.7
5864,After the Rain,7.6
5865,Denial,6.8
5866,Perras,6.8
5867,S. Darko,4.3
5868,The Crow: Salvation,5.4
5869,Romancing the Stone,6.7
5870,Velvet Buzzsaw,5.3
5871,Sissi: The Young Empress,7.2
5872,Get Shorty,6.5
5873,The Forgotten,5.9
5874,Love Hurts,7.6
5875,Certain Women,5.9
5876,Exit Wounds,5.6
5877,Monster High: Ghouls Rule,6.7
5878,High Plains Drifter,7.4
5879,The Shaggy Dog,4.9
5880,The Game,7.6
5881,Burnt,6.5
5882,All Dogs Go to Heaven,6.7
5883,Careful What You Wish For,6.1
5884,Pray Away,7.0
5885,Doraemon: Nobita and the Space Heroes,6.1
5886,Harry and the Hendersons,6.1
5887,Lupin the Third: Goemon's Blood Spray,7.9
5888,Shortbus,6.4
5889,Evil,7.3
5890,Ringu,7.1
5891,Time to Hunt,7.2
5892,Hotel Chevalier,7.0
5893,Swat: Unit 887,5.0
5894,"It's a Mad, Mad, Mad, Mad World",7.0
5895,Muppets Most Wanted,6.3
5896,Psycho,5.1
5897,Cold Mountain,6.9
5898,Jackass Shark Week,5.5
5899,The Haunting in Connecticut,6.2
5900,Firestarter,6.2
5901,Green Street Hooligans: Underground,5.3
5902,Iblis Dalam Kandungan,0.0
5903,Bullet to the Head,5.5
5904,Mickey's Once Upon a Christmas,7.1
5905,Words on Bathroom Walls,8.0
5906,Awakenings,7.8
5907,August Rush,7.4
5908,The Third Man,8.0
5909,Batman vs. Two-Face,6.4
5910,Motherless Brooklyn,6.7
5911,Reign of Fire,6.1
5912,Adventures in Babysitting,6.8
5913,Zombies,5.6
5914,Felon,7.2
5915,The Whole Truth,6.5
5916,Playing with Love,5.1
5917,Mortal Kombat: Rebirth,6.7
5918,The Beach,6.4
5919,Almost Famous,7.5
5920,Clouds,8.4
5921,Scooby-Doo! Frankencreepy,7.7
5922,My Own Private Idaho,7.1
5923,Nothing but Trouble,5.2
5924,Get the Grift,6.6
5925,Dance of the Forty One,8.0
5926,Tully,6.8
5927,Another Earth,6.7
5928,Frankenstein,7.5
5929,Dogville,7.8
5930,The Fly II,5.5
5931,Petals on the Wind,6.4
5932,Boat Trip,5.3
5933,Visitor Q,6.4
5934,Fire with Fire,5.7
5935,Boy Missing,6.4
5936,1492: Conquest of Paradise,6.1
5937,Of Gods and Men,6.7
5938,The Seven Deadly Sins: Prisoners of the Sky,7.6
5939,The Blob,6.7
5940,Assimilate,6.5
5941,Intimacy,6.4
5942,Hulk vs. Wolverine,7.1
5943,The Chorus,7.7
5944,Battleship Potemkin,7.7
5945,The Great Debaters,7.2
5946,The Skeleton Key,6.6
5947,A Night at the Roxbury,6.6
5948,Climax,7.1
5949,Paperhouse,6.8
5950,The Fog,6.7
5951,Open Water,5.5
5952,The Assassination of Jesse James by the Coward Robert Ford,7.1
5953,Perfect Stranger,5.8
5954,The Hungover Games,4.1
5955,Apollo 18,5.3
5956,Whindersson Nunes: É de Mim Mesmo,6.8
5957,Ash & Dust,0.0
5958,The Life of David Gale,7.4
5959,Raging Bull,8.0
5960,How Much Do You Love Me?,5.7
5961,Air Strike,4.9
5962,Shaft,6.6
5963,The Turning,6.0
5964,The Robe,6.8
5965,The Santa Clause 2,5.9
5966,La Haine,8.1
5967,Iron Man & Hulk: Heroes United,5.7
5968,Mr. Right,6.4
5969,Logan's Run,6.6
5970,Marvel Studios: Assembling a Universe,7.1
5971,Fire and Ice,6.5
5972,Disclosure,8.2
5973,The Gambler,5.9
5974,See No Evil,5.4
5975,Gringo,5.9
5976,V/H/S/2,6.3
5977,Cartel Land,7.2
5978,Obsession,6.2
5979,K: Missing Kings,6.4
5980,Kwaidan,7.8
5981,True Grit,7.3
5982,Open Season 3,5.7
5983,The Personal History of David Copperfield,6.5
5984,Cold Skin,6.2
5985,Finders Keepers,4.7
5986,Creepshow 2,6.2
5987,Sexology,4.8
5988,Scooby-Doo! Mask of the Blue Falcon,7.9
5989,Pyewacket,5.9
5990,Live by Night,6.2
5991,Crows Zero II,7.2
5992,The Disappointments Room,4.5
5993,Gnome Alone,6.2
5994,Kiss and Cry,7.4
5995,Get Hard,6.0
5996,Percy,7.0
5997,Mommy,8.3
5998,The Bride of Frankenstein,7.6
5999,Piranhaconda,5.2
6000,What We Do in the Shadows,7.6
6001,Spring Breakers,5.2
6002,Blue My Mind,6.8
6003,A Christmas Carol,7.3
6004,The Ouija Exorcism,4.2
6005,A Matter of Loaf and Death,7.3
6006,The Girl Next Door 2,8.3
6007,Hard Boiled,7.6
6008,25th Hour,7.4
6009,*batteries not included,6.7
6010,Sin tetas no hay paraíso,7.2
6011,Notorious,6.9
6012,Marvel One-Shot: The Consultant,6.5
6013,X-Cross,6.2
6014,Lock Up,6.7
6015,Antiporno,6.9
6016,Forsaken,6.0
6017,Cake,6.3
6018,Blue Velvet,7.6
6019,Potter's Ground,6.3
6020,The Idiots,6.5
6021,The Sand Pebbles,7.2
6022,A Letter to Momo,7.5
6023,A Christmas Prince,6.7
6024,Magnum Force,7.2
6025,Tapped Out,5.7
6026,The Snitch Cartel,7.0
6027,Middle Men,6.5
6028,Dracula's Daughter,6.2
6029,Phineas and Ferb: Star Wars,7.1
6030,The Guardian,7.1
6031,Dirty Harry,7.5
6032,Big Gold Brick,4.1
6033,Stuart Little 3: Call of the Wild,5.3
6034,A Very Harold & Kumar Christmas,6.0
6035,The Smurfs: A Christmas Carol,6.7
6036,Revenge,6.6
6037,Scared Shrekless,6.4
6038,Big Fat Liar,5.9
6039,Spotlight,7.8
6040,Ginger Snaps 2: Unleashed,6.5
6041,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,6.9
6042,Hollow Point,6.8
6043,Just My Luck,6.1
6044,Thoroughbreds,6.4
6045,Volcano,5.8
6046,The Place Beyond the Pines,6.9
6047,Once Upon a Time in China,7.2
6048,Burning,7.4
6049,Porno,5.5
6050,Naruto: The Cross Roads,6.2
6051,Cyborg X,5.8
6052,Eyes Without a Face,7.6
6053,Next,6.0
6054,High Tension,6.7
6055,Bullet Head,4.9
6056,The Garden of Sinners: Future Gospel,7.3
6057,2022 Tsunami,4.6
6058,Spartacus,6.8
6059,The Professor and the Madman,7.2
6060,The Sentinel,6.0
6061,Greenberg,5.8
6062,Loving,6.7
6063,Female Fight Squad,6.5
6064,Paskal,7.7
6065,Amazonia: The Catherine Miles Story,6.2
6066,Police Academy: Mission to Moscow,4.5
6067,The Boondock Saints,7.3
6068,The Powerpuff Girls Movie,6.6
6069,Flowers in the Attic,6.6
6070,Klute,6.8
6071,Shaolin,6.8
6072,Captain Underpants: Mega Blissmas,5.7
6073,The Net,5.9
6074,Before Sunrise,8.0
6075,The Librarian: Quest for the Spear,6.2
6076,Diablo,4.8
6077,Premium Rush,6.3
6078,The Promise,6.9
6079,Flypaper,6.4
6080,Beverly Hills Cop II,6.4
6081,Begin Again,7.2
6082,Beautiful Teacher in Torture Hell,5.7
6083,"Spring, Summer, Fall, Winter... and Spring",7.8
6084,Ricki and the Flash,5.8
6085,42,7.1
6086,A Grand Day Out,7.5
6087,Risky Business,6.5
6088,Awake,6.4
6089,"Civil War (Or, Who Do We Think We Are)",2.0
6090,Curse of the Golden Flower,6.8
6091,Incoming,4.5
6092,Frantz,7.4
6093,Margin Call,6.8
6094,A Trip to the Moon,8.0
6095,Highlander: Endgame,4.9
6096,Mr. Smith Goes to Washington,8.0
6097,The Golden Child,5.9
6098,Crazy Safari,5.0
6099,Iron Sky: The Coming Race,5.1
6100,Berserk: The Golden Age Arc II - The Battle for Doldrey,7.4
6101,Christmas Under Wraps,5.8
6102,...And Justice for All,7.1
6103,Sgt. Stubby: An American Hero,7.4
6104,Daylight,6.1
6105,So Close,6.8
6106,Escape from Planet Earth,5.7
6107,Scooby-Doo! Music of the Vampire,7.8
6108,Set It Off,7.2
6109,Brotherhood of the Wolf,6.7
6110,Rocketman,7.4
6111,Grace Unplugged,6.2
6112,U-571,6.4
6113,Fahrenheit 451,5.4
6114,The Star,6.1
6115,House of Flying Daggers,7.3
6116,Detective Conan: Magician of the Silver Sky,6.9
6117,Revolutionary Road,7.0
6118,Rabid Dogs,5.5
6119,"Dragon Ball: Fight Son Goku, Win Son Goku",4.0
6120,Babe: Pig in the City,5.5
6121,Burn After Reading,6.6
6122,Sissi,7.4
6123,Army of One,5.3
6124,The Wild Geese,6.9
6125,Lansky,6.0
6126,211,5.4
6127,Radius,6.6
6128,A California Christmas: City Lights,6.7
6129,The Innocents,6.8
6130,Barbershop,6.3
6131,Night Watch,6.3
6132,Point Blank,6.1
6133,Billy Madison,6.2
6134,Boys Don't Cry,7.5
6135,The Girl in the Fog,6.8
6136,Wall Street,7.2
6137,Crocodile Dundee,6.4
6138,Throw Momma From the Train,6.2
6139,Love Live! The School Idol Movie,7.6
6140,Judgment at Nuremberg,8.1
6141,Hard to Kill,5.9
6142,Stitches,6.4
6143,Husk,5.8
6144,A Thousand and One Nights,6.8
6145,Loving Annabelle,6.4
6146,Gangster No. 1,6.5
6147,Sound of Metal,7.8
6148,Offline: Are You Ready for the Next Level?,5.5
6149,Ghost in the Shell: The New Movie,6.6
6150,Rumor Has It...,5.6
6151,In the Name of the King: A Dungeon Siege Tale,4.6
6152,The Silencing,6.5
6153,Drumline,6.9
6154,Made in Abyss: Dawn of the Deep Soul,8.0
6155,The Calm Beyond,6.0
6156,London Fields,5.0
6157,I Now Pronounce You Chuck & Larry,6.0
6158,Kidnapping Stella,5.3
6159,Hard Candy,6.8
6160,Midnight Cowboy,7.5
6161,Wild at Heart,7.0
6162,Gangster Squad,6.3
6163,Bleed for This,6.8
6164,The Darker the Lake,0.0
6165,War Machine,5.6
6166,Silkwood,7.0
6167,Grudge Match,6.0
6168,Never Sleep Again: The Elm Street Legacy,8.0
6169,Star Trek: Insurrection,6.4
6170,The Pirates! In an Adventure with Scientists!,6.4
6171,Mulan: Rise of a Warrior,7.5
6172,Tamayura: Graduation Photo Part 1 - Kizashi,6.2
6173,Super Monsters Furever Friends,6.2
6174,Godzilla,7.6
6175,Slaughterhouse Rulez,5.6
6176,The Bouncer,6.3
6177,Haunted Hospital: Heilstatten,5.3
6178,True Legend,6.5
6179,Marvel Renaissance,5.6
6180,The Wrestler,7.5
6181,The Long Kiss Goodnight,6.6
6182,Stuntman,6.5
6183,Easy Rider,7.1
6184,Joyeux Noel,7.4
6185,The Last Castle,7.1
6186,Look Who's Back,6.8
6187,Death Note Relight 2: L's Successors,7.3
6188,Time Freak,6.6
6189,Blood: The Last Vampire,6.8
6190,The Way Way Back,7.1
6191,Cannibal Ferox,5.4
6192,Little Nemo: Adventures in Slumberland,6.7
6193,Winnie the Pooh: A Very Merry Pooh Year,6.8
6194,Kidnapping Mr. Heineken,6.0
6195,Underdog,5.4
6196,Hector and the Search for Happiness,6.7
6197,The Wraith,6.3
