invoice_number,invoice_time,store_id,product_id,category_id,num_item,price
10228,7/16/15 8:08,G816,7313684,70101,1,2.5
10245,7/16/15 8:08,G816,7313684,70101,1,2.5
10258,7/16/15 8:08,G816,7314612,70101,3,1.5
10270,7/16/15 8:09,G816,7313684,70101,5,2.5
10280,7/16/15 8:10,G816,7071218,70101,1,3
10291,7/16/15 8:28,G816,7090363,70401,1,6
10304,7/16/15 8:41,G816,7071218,70101,1,3
10312,7/16/15 9:02,G816,7314599,70101,2,1.5
10322,7/16/15 9:04,G816,7090363,70401,1,6
10333,7/16/15 9:15,G816,7090370,70401,1,6
10347,7/16/15 9:17,G816,7070891,70401,2,6
10357,7/16/15 9:17,G816,7313684,70101,1,2.5
10369,7/16/15 9:41,G816,21000782,210301,2,3.5
10381,7/16/15 9:49,G816,7314612,70101,2,1.5
10391,7/16/15 9:49,G816,30000742,70101,1,1.5
10411,7/16/15 9:51,G816,7000300,210101,1,2
10424,7/16/15 9:51,G816,7071133,70301,2,2
10107,7/16/15 10:36,G816,7000300,210101,1,2
10120,7/16/15 10:36,G816,7071133,70301,1,2
10134,7/16/15 10:36,G816,7313684,70101,1,2.5
10145,7/16/15 10:40,G816,7071096,70201,1,5
10159,7/16/15 11:03,G816,7000300,210101,1,2
10168,7/16/15 11:03,G816,7308765,210301,1,2.5
10180,7/16/15 11:07,G816,7000133,210301,1,3
10188,7/16/15 11:21,G816,7000300,210101,1,2
10201,7/16/15 12:10,G816,7000140,210301,1,1.5
10210,7/16/15 12:10,G816,7000294,210101,1,1.5
10223,7/16/15 12:12,G816,7000140,210301,1,1.5
10236,7/16/15 12:12,G816,7070884,70203,1,2
10251,7/16/15 12:12,G816,7070891,70401,3,6
10263,7/16/15 12:12,G816,7071096,70201,3,5
10275,7/16/15 12:13,G816,7090363,70401,1,6
10285,7/16/15 12:16,G816,7070891,70401,1,6
10298,7/16/15 12:16,G816,7071096,70201,1,5
10308,7/16/15 12:29,G816,7070884,70203,1,2
10318,7/16/15 12:29,G816,7070891,70401,1,6
10329,7/16/15 12:29,G816,7070969,70401,1,6
10339,7/16/15 12:29,G816,7071096,70201,2,5
10361,7/16/15 12:29,G816,7071133,70301,1,2
10374,7/16/15 12:32,G816,7000300,210101,1,2
10388,7/16/15 13:24,G816,7090363,70401,1,6
10402,7/16/15 13:37,G816,7070884,70203,1,2
10417,7/16/15 13:37,G816,7070969,70401,1,6
10107,7/16/15 13:38,G816,7090363,70401,1,6
10120,7/16/15 13:54,G816,7308765,210301,3,2.5
10134,7/16/15 14:00,G816,7308765,210301,1,2.5
10145,7/16/15 14:01,G816,7000300,210101,3,2
10159,7/16/15 14:42,G816,7071096,70201,1,5
10168,7/16/15 14:42,G816,21000430,210101,1,3.5
10180,7/16/15 14:49,G816,7000300,210101,1,2
10188,7/16/15 15:01,G816,7000294,210101,1,1.5
10201,7/16/15 15:02,G816,7071096,70201,1,5
10210,7/16/15 16:01,G816,7000300,210101,1,2
10223,7/16/15 17:15,G816,7071096,70201,1,5
10237,7/16/15 17:46,G816,7070891,70401,1,6
10251,7/16/15 17:48,G816,7000300,210101,1,2
10263,7/16/15 18:09,G816,7070884,70203,1,2
10275,7/16/15 18:09,G816,7070884,70203,1,2
10285,7/16/15 18:09,G816,7071096,70201,1,5
10299,7/16/15 18:12,G816,7070969,70401,1,6
10308,7/16/15 18:12,G816,7090363,70401,1,6
10318,7/16/15 18:12,G816,7070884,70203,1,2
10329,7/16/15 18:12,G816,7070969,70401,1,6
10339,7/16/15 18:12,G816,7071096,70201,1,5
10362,7/16/15 18:15,G816,7071133,70301,1,2
10374,7/16/15 18:17,G816,7071096,70201,1,5
10388,7/16/15 18:17,G816,7090363,70401,1,6
10403,7/16/15 18:40,G619,15000231,70301,1,2
10417,7/16/15 18:41,G619,15000231,70301,1,2
10105,7/16/15 18:42,G619,7070884,70203,1,2
10119,7/16/15 18:42,G619,7070891,70401,1,6
10129,7/16/15 18:43,G619,7000140,210301,1,1.5
10143,7/16/15 18:45,G816,7071096,70201,1,5
10155,7/16/15 18:45,G816,7071133,70301,1,2
10167,7/16/15 20:18,G628,7000300,210101,1,2
10178,7/16/15 21:02,G816,7308765,210301,1,2.5
10186,7/16/15 21:20,G816,7000294,210101,2,1.5
10197,7/16/15 21:30,G816,7000294,210101,1,1.5
10209,7/16/15 21:39,G816,7000300,210101,1,2
10222,7/16/15 21:43,G619,7308017,210101,1,3.5
10248,7/16/15 21:54,G619,7308017,210101,1,3.5
10261,7/16/15 22:04,G619,7070891,70401,1,6
10273,7/16/15 22:04,G619,7070891,70401,1,6
10283,7/16/15 22:06,G619,7070969,70401,1,6
10295,7/16/15 23:15,G816,7000133,210301,1,3
10307,7/16/15 23:20,G628,7000300,210101,4,2
10316,7/16/15 23:26,G619,7070884,70203,2,2
10325,7/16/15 23:26,G619,15000231,70301,2,1.25
10337,7/16/15 23:33,G619,7070969,70401,1,5.75
10350,7/16/15 23:33,G619,7071096,70201,1,4.71
10359,7/16/15 23:33,G619,7071096,70201,1,4.71
10373,7/16/15 23:33,G619,15000231,70301,2,1.25
10384,7/16/15 23:33,G619,15000231,70301,2,1.25
10395,7/17/15 0:43,G619,7070891,70401,1,6
10400,7/17/15 1:13,G628,7000126,210301,3,2
10414,7/17/15 1:13,G628,7000300,210101,3,2
10103,7/17/15 1:48,G619,7308017,210101,1,3.5
10114,7/17/15 1:48,G619,7308017,210101,1,3.5
10126,7/17/15 3:24,G628,7000034,210101,1,2.5
10140,7/17/15 7:56,G619,7000140,210301,1,1.5
10150,7/17/15 7:56,G619,7000423,210301,1,1.5
10164,7/17/15 8:00,G619,7313684,70101,1,2.5
10175,7/17/15 8:02,G816,7313684,70101,1,2.5
10183,7/17/15 8:02,G816,7313684,70101,1,2.5
10194,7/17/15 8:18,G816,7071218,70101,1,3
10207,7/17/15 8:18,G816,7314612,70101,1,1.5
10217,7/17/15 8:20,G816,7000126,210301,1,2
10229,7/17/15 8:21,G816,7314612,70101,1,1.5
10245,7/17/15 8:21,G816,7070891,70401,1,6
10259,7/17/15 8:42,G816,7313684,70101,1,2.5
10270,7/17/15 8:42,G816,7313684,70101,1,2.5
10281,7/17/15 8:54,G816,7090363,70401,1,6
10291,7/17/15 8:57,G816,7070969,70401,1,6
10305,7/17/15 8:58,G816,7314612,70101,1,1.5
10313,7/17/15 9:26,G816,7071133,70301,1,2
10322,7/17/15 9:26,G816,7090370,70401,1,6
10334,7/17/15 9:29,G816,7090363,70401,1,6
10347,7/17/15 10:02,G816,7071096,70201,1,5
10357,7/17/15 11:02,G816,7000300,210101,1,2
10370,7/17/15 11:02,G816,7070891,70401,1,6
10381,7/17/15 11:02,G816,7308765,210301,1,2.5
10391,7/17/15 11:03,G816,7308765,210301,1,2.5
10411,7/17/15 11:09,G816,7071218,70101,1,3
10425,7/17/15 11:09,G816,7314612,70101,1,1.5
10108,7/17/15 12:21,G816,7070884,70203,1,2
10122,7/17/15 12:21,G816,7070884,70203,2,2
10135,7/17/15 12:21,G816,7070884,70203,1,2
10147,7/17/15 12:21,G816,7090363,70401,2,6
10159,7/17/15 12:21,G816,15000231,70301,1,2
10169,7/17/15 12:21,G816,15000231,70301,1,2
10181,7/17/15 12:23,G816,7070884,70203,1,2
10191,7/17/15 12:23,G816,7090363,70401,1,6
10203,7/17/15 13:38,G816,7070884,70203,1,2
10211,7/17/15 13:38,G816,7071096,70201,1,5
10225,7/17/15 13:39,G816,7071096,70201,1,5
10238,7/17/15 13:43,G816,7308765,210301,1,2.5
10253,7/17/15 15:09,G628,7000300,210101,2,2
10266,7/17/15 16:12,G816,7071096,70201,1,5
10276,7/17/15 16:35,G816,21050107,210301,1,3.5
10287,7/17/15 16:59,G816,7071096,70201,1,5
10300,7/17/15 17:02,G816,7070884,70203,2,2
10310,7/17/15 17:02,G816,7070969,70401,1,6
10320,7/17/15 17:02,G816,7070891,70401,1,6
10329,7/17/15 17:11,G816,15000231,70301,1,2
10341,7/17/15 17:59,G816,7000300,210101,1,2
10363,7/17/15 18:14,G628,7000300,210101,4,2
10375,7/17/15 18:37,G816,7070884,70203,1,2
10389,7/17/15 18:37,G816,7071133,70301,1,2
10419,7/17/15 18:52,G816,7070884,70203,2,2
10105,7/17/15 19:16,G816,7000126,210301,1,2
10117,7/17/15 19:45,G300,7000126,210301,1,2
10127,7/17/15 19:55,G816,7000300,210101,2,2
10142,7/17/15 20:22,G628,20098391,210101,1,2.5
10153,7/17/15 20:45,G300,7000300,210101,2,2
10165,7/17/15 21:18,G628,7308017,210101,2,3.5
10176,7/17/15 22:31,G628,7000133,210301,1,3
10185,7/18/15 0:48,G816,7000126,210301,1,2
10196,7/18/15 3:21,G628,7308017,210101,1,3.5
10208,7/18/15 3:24,G300,7000300,210101,1,2
10220,7/18/15 3:25,G300,7308017,210101,1,3
10231,7/18/15 5:59,G300,7000300,210101,1,2
10247,7/18/15 8:21,G816,7314612,70101,1,1.5
10272,7/18/15 8:22,G816,7070891,70401,1,6
10282,7/18/15 8:23,G816,7314612,70101,2,1.5
10293,7/18/15 8:26,G816,7313684,70101,1,2.5
10306,7/18/15 8:26,G816,7313684,70101,2,2.5
10314,7/18/15 8:45,G816,7070969,70401,1,6
10325,7/18/15 8:45,G816,7313684,70101,1,2.5
10336,7/18/15 8:46,G816,7313684,70101,1,2.5
10348,7/18/15 8:47,G816,7070891,70401,1,6
10359,7/18/15 8:48,G816,7071133,70301,1,2
10371,7/18/15 8:48,G816,7314599,70101,1,1.5
10382,7/18/15 8:49,G816,7313684,70101,2,2.5
10395,7/18/15 9:25,G619,30000759,70101,1,1.5
10413,7/18/15 9:27,G619,7071096,70201,0.5,5
10103,7/18/15 9:41,G619,30000766,70101,1,1.5
10113,7/18/15 9:45,G619,7000409,210301,1,2
10126,7/18/15 9:45,G816,7000300,210101,1,2
10140,7/18/15 9:46,G619,7000294,210101,1,1.5
10150,7/18/15 9:46,G619,7000300,210101,1,2
10164,7/18/15 9:47,G619,7070884,70203,1,2
10174,7/18/15 9:47,G619,7070891,70401,1,6
10183,7/18/15 9:47,G619,7070969,70401,1,5.75
10194,7/18/15 9:47,G619,7071096,70201,1,5
10206,7/18/15 9:49,G816,7071096,70201,1,5
10216,7/18/15 9:49,G816,7090363,70401,1,6
10229,7/18/15 9:51,G816,7070891,70401,1,6
10245,7/18/15 9:51,G619,7070891,70401,1,6
10258,7/18/15 9:51,G619,7070969,70401,1,6
10270,7/18/15 9:53,G816,7071218,70101,1,3
10281,7/18/15 10:05,G816,7090370,70401,1,6
10291,7/18/15 10:05,G816,7308765,210301,1,2.5
10304,7/18/15 10:05,G816,7000126,210301,1,2
10313,7/18/15 10:14,G619,20098391,210101,1,2
10322,7/18/15 10:15,G619,7000300,210101,1,2
10333,7/18/15 10:15,G619,7000294,210101,3,1.5
10347,7/18/15 10:19,G816,7070884,70203,1,2
10357,7/18/15 10:19,G816,7070969,70401,1,6
10370,7/18/15 10:19,G816,7071096,70201,1,5
10381,7/18/15 10:48,G619,7000140,210301,1,1.5
10391,7/18/15 10:51,G619,7070969,70401,1,5.75
10411,7/18/15 11:03,G619,7070891,70401,2,6
10424,7/18/15 11:05,G619,15000231,70301,2,1.25
10107,7/18/15 11:07,G619,7070884,70203,1,2
10121,7/18/15 11:11,G619,7000294,210101,1,1.5
10134,7/18/15 11:43,G619,7070969,70401,1,6
10145,7/18/15 11:43,G619,7071096,70201,1,5
10159,7/18/15 11:43,G619,15000231,70301,1,2
10169,7/18/15 11:44,G816,7000140,210301,1,1.5
10180,7/18/15 11:44,G816,7000294,210101,1,1.5
10189,7/18/15 11:50,G816,7000126,210301,2,2
10201,7/18/15 11:50,G816,7000300,210101,1,2
10211,7/18/15 12:25,G300,7000300,210101,1,2
10224,7/18/15 12:36,G619,7090097,70301,2,3
10237,7/18/15 13:58,G619,7000294,210101,1,1.5
10251,7/18/15 14:02,G619,21000782,210301,1,3.5
10263,7/18/15 14:02,G619,21000782,210301,1,3.5
10276,7/18/15 14:04,G816,7070884,70203,1,2
10285,7/18/15 14:08,G619,7000133,210301,3,3
10299,7/18/15 14:28,G619,15000231,70301,1,2
10309,7/18/15 14:28,G619,15000231,70301,2,1.25
10319,7/18/15 15:17,G816,7308765,210301,1,2.5
10329,7/18/15 15:28,G619,15000231,70301,1,2
10341,7/18/15 15:30,G619,7000409,210301,1,2
10362,7/18/15 15:31,G816,7070884,70203,1,2
10375,7/18/15 15:31,G816,15000231,70301,1,2
10388,7/18/15 15:53,G816,7070891,70401,1,6
10403,7/18/15 15:53,G816,7071096,70201,1,5
10417,7/18/15 15:57,G816,7308765,210301,2,2.5
10104,7/18/15 16:12,G816,7000140,210301,2,1.5
10117,7/18/15 16:32,G816,15000231,70301,1,2
10127,7/18/15 16:40,G619,7070884,70203,3,2
10142,7/18/15 16:40,G619,7071096,70201,3,5
10153,7/18/15 16:40,G619,7071102,70201,1,5.5
10165,7/18/15 16:40,G619,21000782,210301,2,3.5
10176,7/18/15 16:47,G619,7070884,70203,1,2
10185,7/18/15 16:47,G619,15000231,70301,2,1.25
10196,7/18/15 16:59,G619,7000126,210301,1,2
10208,7/18/15 16:59,G619,7000126,210301,1,2
10220,7/18/15 17:01,G816,7000300,210101,1,2
10230,7/18/15 17:23,G816,7000300,210101,2,2
10247,7/18/15 17:31,G619,7070891,70401,1,6
10272,7/18/15 17:31,G619,7070891,70401,1,6
10282,7/18/15 17:32,G619,7071140,70201,1,2.5
10293,7/18/15 17:37,G619,15000231,70301,2,1.25
10306,7/18/15 17:37,G619,15000231,70301,2,1.25
10314,7/18/15 18:01,G619,20098391,210101,1,2
10324,7/18/15 18:01,G619,20098391,210101,1,2
10336,7/18/15 18:38,G816,7000300,210101,1,2
10348,7/18/15 18:38,G816,7000300,210101,1,2
10358,7/18/15 18:40,G300,7000126,210301,1,2
10372,7/18/15 18:40,G300,7000300,210101,1,2
10382,7/18/15 19:03,G619,7090097,70301,2,3
10413,7/18/15 19:04,G619,7000126,210301,1,2
10108,7/18/15 19:04,G619,7000140,210301,1,1.5
10122,7/18/15 19:04,G619,7000294,210101,1,1.5
10135,7/18/15 19:04,G619,7000300,210101,1,2
10147,7/18/15 19:09,G619,7000140,210301,1,1.5
10160,7/18/15 19:19,G816,7070884,70203,1,2
10170,7/18/15 19:19,G816,7071164,70201,1,5
10181,7/18/15 19:59,G619,7000126,210301,1,2
10191,7/18/15 20:17,G816,7000300,210101,1,2
10203,7/18/15 21:08,G619,7000294,210101,1,1.5
10212,7/18/15 21:27,G619,7071140,70201,2,2.5
10225,7/18/15 21:40,G619,7308765,210301,1,2.5
10238,7/18/15 21:42,G300,7000300,210101,1,2
10253,7/18/15 21:58,G628,7308017,210101,2,3.5
10266,7/18/15 22:12,G628,7000126,210301,2,2
10276,7/18/15 22:15,G628,7000300,210101,2,2
10287,7/18/15 23:14,G628,7000300,210101,1,2
10300,7/18/15 23:34,G628,7308017,210101,1,3.5
10310,7/18/15 23:37,G619,7308017,210101,1,3.5
10320,7/18/15 23:37,G619,7308017,210101,1,3.5
10329,7/18/15 23:46,G300,7000409,210301,2,2
10341,7/18/15 23:46,G300,7000409,210301,1,2
10363,7/19/15 0:37,G628,7000133,210301,1,3
10376,7/19/15 0:52,G619,7000140,210301,3,1.5
10389,7/19/15 0:52,G619,7000294,210101,3,1.5
10419,7/19/15 1:33,G628,7000133,210301,1,3
10105,7/19/15 1:37,G300,7000126,210301,1,2
10117,7/19/15 1:44,G628,7000300,210101,5,2
10127,7/19/15 2:02,G619,7000126,210301,1,2
10142,7/19/15 2:24,G628,7000133,210301,1,3
10153,7/19/15 7:26,G619,7070884,70203,1,2
10165,7/19/15 8:21,G619,7000300,210101,24,2
10176,7/19/15 8:21,G816,7071218,70101,1,3
10185,7/19/15 8:22,G619,15000231,70301,1,2
10196,7/19/15 8:23,G816,7071218,70101,1,3
10208,7/19/15 8:23,G816,7313684,70101,1,2.5
10220,7/19/15 8:51,G816,7000300,210101,1,2
10231,7/19/15 10:00,G619,7070891,70401,1,6
10247,7/19/15 10:00,G619,7071096,70201,1,5
10272,7/19/15 10:00,G619,30000759,70101,2,1.5
10282,7/19/15 10:02,G619,7071096,70201,1,5
10293,7/19/15 10:03,G619,15000231,70301,2,1.25
10306,7/19/15 10:19,G619,7308017,210101,1,3.5
10314,7/19/15 10:27,G816,7000140,210301,4,1.5
10325,7/19/15 10:27,G816,7000294,210101,2,1.5
10336,7/19/15 10:51,G816,7070969,70401,1,6
10349,7/19/15 10:51,G816,7071096,70201,1,5
10359,7/19/15 10:57,G619,7070969,70401,1,6
10372,7/19/15 11:23,G619,7000126,210301,1,2
10382,7/19/15 11:23,G619,7071096,70201,1,5
10396,7/19/15 11:23,G619,7071218,70101,2,3
10413,7/19/15 11:58,G816,7308765,210301,1,2.5
10108,7/19/15 11:58,G816,7000126,210301,2,2
10122,7/19/15 12:18,G816,7000140,210301,1,1.5
10135,7/19/15 12:18,G816,7308765,210301,1,2.5
10147,7/19/15 12:19,G816,7070969,70401,1,6
10159,7/19/15 12:20,G816,7070891,70401,1,6
10169,7/19/15 12:47,G619,7070969,70401,1,6
10181,7/19/15 12:51,G619,7070884,70203,1,2
10191,7/19/15 12:51,G619,7070969,70401,1,6
10203,7/19/15 12:51,G619,7071140,70201,1,2.5
10211,7/19/15 13:04,G816,7070969,70401,1,6
10225,7/19/15 13:04,G816,7071096,70201,1,5
10238,7/19/15 13:10,G628,7000126,210301,1,2
10253,7/19/15 13:11,G619,7000300,210101,1,2
10266,7/19/15 13:25,G816,21000782,210301,2,3.5
10276,7/19/15 13:27,G816,7070884,70203,1,2
10287,7/19/15 13:27,G816,7070891,70401,1,6
10300,7/19/15 13:27,G816,7070969,70401,1,6
10310,7/19/15 13:27,G816,7071096,70201,1,5
10320,7/19/15 13:27,G816,7071096,70201,1,5
10329,7/19/15 13:28,G816,7071096,70201,1,5
10341,7/19/15 14:33,G628,7000300,210101,1,2
10363,7/19/15 15:43,G816,7071096,70201,1,5
10377,7/19/15 16:18,G816,7000300,210101,1,2
10389,7/19/15 16:18,G816,7308765,210301,1,2.5
10419,7/19/15 17:20,G300,7000416,210301,1,3
10104,7/19/15 17:53,G628,7000300,210101,1,2
10115,7/19/15 17:59,G816,7000140,210301,1,1.5
10127,7/19/15 18:53,G628,7308765,210301,2,2.5
10141,7/19/15 19:15,G816,7071133,70301,1,2
10151,7/19/15 19:52,G816,7000416,210301,1,3.5
10165,7/19/15 20:34,G628,7308017,210101,1,3.5
10175,7/19/15 20:35,G628,7000300,210101,2,2
10184,7/19/15 20:56,G816,7000126,210301,1,2
10195,7/19/15 20:57,G816,7090363,70401,1,6
10207,7/19/15 21:52,G816,7000133,210301,2,3
10219,7/19/15 21:52,G816,7308017,210101,1,3.5
10229,7/19/15 22:26,G816,7000140,210301,1,1.5
10246,7/19/15 22:44,G628,7000300,210101,2,2
10259,7/19/15 22:45,G628,7000300,210101,1,2
10271,7/20/15 0:58,G628,7000300,210101,1,2
10281,7/20/15 3:07,G300,7000300,210101,1,2
10292,7/20/15 4:12,G628,7000126,210301,1,2
10305,7/20/15 7:30,G816,7000300,210101,1,2
10314,7/20/15 9:00,G300,7000300,210101,1,2
10324,7/20/15 9:08,G619,7071218,70101,1,3
10336,7/20/15 9:08,G619,7313684,70101,1,2.5
10349,7/20/15 9:28,G816,7000126,210301,1,2
10358,7/20/15 11:06,G619,7000294,210101,1,1.5
10371,7/20/15 11:06,G619,7000294,210101,1,1.5
10382,7/20/15 11:06,G619,7000423,210301,3,1.5
10412,7/20/15 11:07,G619,7000423,210301,2,1.5
10425,7/20/15 12:04,G816,15000231,70301,1,2
10108,7/20/15 12:04,G816,15000231,70301,1,2
10122,7/20/15 12:31,G816,7071133,70301,1,2
10135,7/20/15 12:34,G816,7308017,210101,1,3.5
10147,7/20/15 12:34,G816,7071096,70201,2,5
10160,7/20/15 12:34,G816,7090363,70401,2,6
10170,7/20/15 12:38,G816,7070884,70203,1,2
10181,7/20/15 12:38,G816,15000231,70301,1,2
10192,7/20/15 12:40,G816,15000231,70301,1,2
10203,7/20/15 12:50,G628,7308017,210101,1,3.5
10212,7/20/15 12:50,G816,7071096,70201,1,5
10225,7/20/15 13:18,G619,7000409,210301,1,2
10239,7/20/15 13:20,G619,7000300,210101,1,2
10253,7/20/15 15:18,G619,7000140,210301,3,1.5
10266,7/20/15 16:17,G816,7000300,210101,1,2
10277,7/20/15 16:22,G619,7071096,70201,1,5
10287,7/20/15 16:22,G816,21000447,210301,2,2.75
10300,7/20/15 16:23,G816,15000231,70301,1,2
10310,7/20/15 16:24,G816,15000231,70301,1,2
10321,7/20/15 16:32,G816,7071096,70201,1,5
10329,7/20/15 16:41,G619,7070884,70203,1,2
10341,7/20/15 16:41,G619,7071102,70201,1,5.5
10363,7/20/15 16:41,G619,30000766,70101,1,1.5
10377,7/20/15 16:41,G619,30000766,70101,1,1.5
10389,7/20/15 17:44,G816,7070884,70203,1,2
10405,7/20/15 17:44,G816,7071096,70201,1,5
10419,7/20/15 18:16,G619,7071140,70201,2,2.5
10103,7/20/15 18:17,G619,7071096,70201,1,5
10113,7/20/15 18:28,G816,7071096,70201,1,5
10126,7/20/15 18:45,G816,21000379,210301,2,4
10140,7/20/15 18:45,G619,7070884,70203,1,2
10150,7/20/15 18:45,G619,7071096,70201,1,5
10164,7/20/15 18:45,G619,15000231,70301,2,1.25
10174,7/20/15 19:13,G816,7070884,70203,1,2
10183,7/20/15 19:13,G816,7070884,70203,1,2
10194,7/20/15 21:08,G816,15000231,70301,1,2
10206,7/20/15 21:40,G816,7308017,210101,1,3.5
10215,7/20/15 21:40,G816,7000133,210301,1,3
10228,7/20/15 21:40,G816,20098391,210101,1,2
10245,7/20/15 21:52,G619,21000362,210301,1,3
10258,7/20/15 21:52,G619,21000362,210301,1,3
10270,7/20/15 21:54,G619,7308017,210101,1,3.5
10280,7/20/15 21:55,G816,7000300,210101,24,2
10291,7/20/15 21:57,G619,7070884,70203,1,2
10304,7/20/15 21:57,G619,7070891,70401,1,6
10312,7/20/15 21:58,G619,7070891,70401,1,6
10322,7/20/15 22:41,G619,7000423,210301,1,1.5
10333,7/20/15 22:41,G619,7000423,210301,1,1.5
10347,7/21/15 7:46,G628,20098391,210101,1,2.5
10357,7/21/15 8:01,G619,7308017,210101,1,3.5
10370,7/21/15 8:50,G619,7313684,70101,1,2.5
